user_id,treat,received,block,platform,cluster_id,signup_cohort,baseline_activity,pre_metric,assignment_date
5888,1,0,4,ios,150,cohort_C,2.2074506901329523,1.8729137674173308,2026-04-16
5889,0,0,8,android,27,cohort_B,5.58521917366566,5.585767045770061,2026-04-16
5890,1,1,10,ios,183,cohort_A,9.673310143921537,8.962761967201237,2026-04-16
5891,1,1,3,web,29,cohort_B,1.8463554534886981,1.147732598596484,2026-04-16
5892,0,0,8,android,219,cohort_B,5.302066902437523,4.923539174661388,2026-04-16
5893,0,0,3,android,360,cohort_B,2.122169597344579,2.2170226260299963,2026-04-16
5894,0,0,7,ios,328,cohort_A,4.518629662593315,5.2639443521592435,2026-04-16
5895,0,0,10,ios,33,cohort_C,9.946557004797645,9.653563844166307,2026-04-16
5896,0,0,7,android,85,cohort_C,4.3488206518431065,4.667687090557849,2026-04-16
5897,0,0,9,android,191,cohort_C,7.190650052627654,7.001517319985662,2026-04-16
5898,1,1,8,android,465,cohort_C,5.685700005745093,5.144746226318824,2026-04-16
5899,1,1,1,web,462,cohort_A,0.47084705149256983,0.27641415700899313,2026-04-16
5900,0,0,7,android,251,cohort_B,4.346194961305159,4.752141598522634,2026-04-16
5901,1,1,7,web,252,cohort_B,4.495999327628389,4.807197468043632,2026-04-16
5902,1,0,3,ios,180,cohort_B,1.7065307980069733,1.4114043120165833,2026-04-16
5903,0,0,10,ios,262,cohort_B,13.256635392106043,13.015986584327987,2026-04-16
5904,1,1,4,android,283,cohort_B,2.7450603784411483,2.685966882812253,2026-04-16
5905,0,0,1,android,234,cohort_A,0.4473540962376347,-0.06508675356644039,2026-04-16
5906,1,0,8,android,85,cohort_B,5.660789731884127,5.235611070836675,2026-04-16
5907,0,0,2,ios,89,cohort_C,1.31951075055704,2.0197652252988205,2026-04-16
5908,0,0,8,android,457,cohort_B,5.960313234924354,5.95627520324356,2026-04-16
5909,0,0,8,android,348,cohort_C,4.954162341439609,5.776503541404276,2026-04-16
5910,0,0,4,ios,329,cohort_C,2.747058160181586,2.23866291699117,2026-04-16
5911,0,0,1,ios,496,cohort_B,1.0263988096257846,1.4656047641160626,2026-04-16
5912,1,1,6,web,306,cohort_C,3.5400950585222875,3.7797730410071204,2026-04-16
5913,1,0,3,web,471,cohort_B,2.1248006116227516,1.944671962352154,2026-04-16
5914,0,0,8,ios,469,cohort_A,5.404345240016382,4.847877238278991,2026-04-16
5915,1,1,10,ios,197,cohort_B,11.835195424140743,12.156467704919953,2026-04-16
5916,1,1,3,ios,148,cohort_B,1.6754376773917667,0.7860412700437666,2026-04-16
5917,0,0,3,ios,330,cohort_A,2.172839987249895,1.6895131053337593,2026-04-16
5918,1,0,5,web,109,cohort_A,3.1676567085172955,2.9310386953722687,2026-04-16
5919,1,1,6,android,163,cohort_B,4.053569465662279,3.9958376090097265,2026-04-16
5920,0,0,10,android,147,cohort_C,14.31668280299073,14.821375354698445,2026-04-16
5921,1,1,1,android,425,cohort_C,0.25129234313818427,1.2781008478041875,2026-04-16
5922,1,1,1,web,119,cohort_A,1.02047700593616,1.304771108703816,2026-04-16
5923,0,0,6,android,59,cohort_A,3.97556991147356,3.710387905582205,2026-04-16
5924,0,0,5,web,7,cohort_C,3.0976545258018104,2.609441271101164,2026-04-16
5925,1,1,1,android,209,cohort_B,1.0442998957499625,0.14145229862365571,2026-04-16
5926,1,1,2,ios,230,cohort_B,1.5477576687925427,1.6244239371345837,2026-04-16
5927,0,0,5,ios,129,cohort_A,2.9644932818273113,2.8321916052287373,2026-04-16
5928,1,1,2,ios,264,cohort_B,1.3606070427636638,1.928633947970114,2026-04-16
5929,1,0,1,web,26,cohort_A,0.9175242796999991,0.5981166704737677,2026-04-16
5930,0,0,7,ios,57,cohort_B,4.365874601022003,4.129882754184321,2026-04-16
5931,1,1,6,ios,82,cohort_A,3.6389646381158336,3.972459518425737,2026-04-16
5932,0,0,2,web,195,cohort_A,1.0948008926010209,0.4507279220194256,2026-04-16
5933,0,0,4,web,118,cohort_A,2.4872001713287624,3.065115499859395,2026-04-16
5934,1,0,8,ios,265,cohort_C,5.504803770047909,5.326087560762529,2026-04-16
5935,0,0,9,web,265,cohort_A,6.23650789193989,6.692925935742081,2026-04-16
5936,0,0,7,web,49,cohort_C,4.820880509206416,4.434242468370239,2026-04-16
5937,0,0,4,android,371,cohort_C,2.7474095062954613,3.2330284216193155,2026-04-16
5938,0,0,10,ios,229,cohort_B,12.578144270389782,12.631740795790503,2026-04-16
5939,1,1,3,web,274,cohort_B,2.029945957091168,2.5120583732975033,2026-04-16
5940,0,0,4,ios,446,cohort_C,2.311547217860643,2.131638511979941,2026-04-16
5941,0,0,1,ios,385,cohort_C,0.8314395363766548,0.890311008034154,2026-04-16
5942,0,0,3,ios,462,cohort_A,2.1589841568253427,2.1021962638551877,2026-04-16
5943,1,1,3,android,356,cohort_A,1.7207778564315668,2.422834532193413,2026-04-16
5944,1,1,4,ios,128,cohort_A,2.4400827153828564,2.549877335962482,2026-04-16
5945,0,0,3,web,443,cohort_A,1.8957419326527745,1.6598805751600958,2026-04-16
5946,1,0,9,ios,404,cohort_B,6.663360939656401,6.086913580466535,2026-04-16
5947,0,0,9,web,46,cohort_A,6.536165090655714,7.357583471302296,2026-04-16
5948,1,1,6,ios,336,cohort_B,3.9843232972292597,3.4406090076564713,2026-04-16
5949,0,0,1,android,209,cohort_B,0.4596074512348165,0.0968592511756391,2026-04-16
5950,1,1,5,android,117,cohort_C,2.994857652040576,2.368917582562044,2026-04-16
5951,1,1,7,web,478,cohort_A,4.364419572113627,4.020695662188546,2026-04-16
5952,0,0,6,web,335,cohort_B,3.7641816788700986,3.998694099455855,2026-04-16
5953,1,1,6,ios,30,cohort_A,3.609254244814972,3.6794819781484143,2026-04-16
5954,0,0,3,ios,127,cohort_C,2.0403264441314164,1.8000924997461925,2026-04-16
5955,0,0,5,web,382,cohort_A,3.0601635584420745,3.812398037501599,2026-04-16
5956,0,0,9,ios,26,cohort_A,6.82134713427277,6.728774556361568,2026-04-16
5957,1,0,1,web,439,cohort_A,0.9318716478535026,1.6884011554056002,2026-04-16
5958,1,1,5,ios,91,cohort_B,3.0329962852898507,3.038883225272601,2026-04-16
5959,1,1,9,ios,387,cohort_A,6.719138084032807,6.159810944447028,2026-04-16
5960,1,1,1,ios,36,cohort_A,0.836679442110772,0.4566389500234279,2026-04-16
5961,0,0,4,android,478,cohort_B,2.26971174386419,1.3825524405137934,2026-04-16
5962,1,1,5,ios,125,cohort_C,3.3111692285787973,2.8932648705244035,2026-04-16
5963,0,0,8,android,455,cohort_A,5.0453224920397295,4.810111609435813,2026-04-16
5964,0,0,4,web,396,cohort_A,2.422350572632932,2.4543082250657315,2026-04-16
5965,0,0,8,ios,296,cohort_B,5.196374507679302,5.666511302161235,2026-04-16
5966,0,0,9,ios,1,cohort_C,6.757848209778623,6.395136970908055,2026-04-16
5967,1,1,9,ios,53,cohort_B,7.2742587784971615,7.514734025856795,2026-04-16
5968,0,0,3,ios,49,cohort_A,1.9000983824716755,2.6199854008298105,2026-04-16
5969,0,0,9,web,472,cohort_A,7.219667663374889,7.042805826553431,2026-04-16
5970,1,1,10,ios,23,cohort_C,8.528094152821742,9.062261645698273,2026-04-16
5971,1,1,10,android,171,cohort_A,9.46728765177165,10.036303760165257,2026-04-16
5972,0,0,6,ios,289,cohort_A,3.9754018944952936,4.290675997121757,2026-04-16
5973,0,0,10,web,455,cohort_A,9.148264410246538,9.226721882146563,2026-04-16
5974,0,0,7,ios,121,cohort_C,4.0680926089936795,3.9884945370395837,2026-04-16
5975,1,1,7,web,425,cohort_A,4.654651809736915,4.517892469186662,2026-04-16
5976,1,1,5,web,258,cohort_A,3.0892733991080346,2.615335153967587,2026-04-16
5977,1,1,10,ios,99,cohort_B,9.249075096015005,9.594150693277548,2026-04-16
5978,1,1,7,ios,436,cohort_A,4.349420914741441,4.313081843493052,2026-04-16
5979,1,1,7,android,47,cohort_A,4.663576790139587,4.51534190038983,2026-04-16
5980,0,0,6,ios,109,cohort_B,3.5994905978843024,4.583159785999648,2026-04-16
5981,0,0,3,android,491,cohort_A,1.761968560283339,2.047108390547236,2026-04-16
5982,1,1,7,android,245,cohort_A,4.492635270195992,4.261270612375619,2026-04-16
5983,1,1,6,ios,225,cohort_A,3.552974487889887,2.777442407468325,2026-04-16
5984,1,1,8,ios,298,cohort_B,5.952180040630208,5.668963659121234,2026-04-16
5985,0,0,7,android,93,cohort_C,4.789826762884705,4.5773122214324475,2026-04-16
5986,1,1,3,ios,128,cohort_B,1.7842222282405082,1.8516973852692156,2026-04-16
5987,1,1,10,ios,240,cohort_B,7.844065398804201,7.944537464549057,2026-04-16
5988,0,0,2,android,490,cohort_A,1.3172935014741292,0.40779564632927034,2026-04-16
5989,1,1,3,ios,487,cohort_B,1.98744774931844,2.6199918811307943,2026-04-16
5990,0,0,10,web,328,cohort_A,11.066204265082478,11.350578122967926,2026-04-16
5991,1,0,6,web,290,cohort_A,3.4193434634113027,3.7510198311682204,2026-04-16
5992,1,1,1,web,260,cohort_B,0.7741600323289385,0.4157792507320997,2026-04-16
5993,1,1,2,web,333,cohort_A,1.496958439106003,1.3596629094725305,2026-04-16
5994,0,0,10,web,154,cohort_A,8.041349488235968,8.712167680788754,2026-04-16
5995,1,1,7,web,81,cohort_B,4.241759759167045,4.241454361521676,2026-04-16
5996,1,0,3,web,301,cohort_B,1.812931114423633,1.8862841188807236,2026-04-16
5997,0,0,8,web,357,cohort_C,5.489099940316397,5.4102676470794195,2026-04-16
5998,1,0,1,android,154,cohort_A,0.5072420290711016,0.4789131914193286,2026-04-16
5999,0,0,9,android,236,cohort_A,6.026807768593306,6.607955657942923,2026-04-16
6000,0,0,2,ios,370,cohort_B,1.205901536136774,1.4640897734014848,2026-04-16
6001,1,1,2,ios,279,cohort_A,1.3938125709640272,1.385165262692053,2026-04-16
6002,0,0,3,ios,139,cohort_A,1.930240240127936,2.5296951945334643,2026-04-16
6003,0,0,5,android,443,cohort_B,3.303408256335745,4.143547450649307,2026-04-16
6004,0,0,5,ios,403,cohort_B,3.2428704394073686,2.606251288155344,2026-04-16
6005,0,0,2,web,169,cohort_C,1.3650639925437789,1.4802959838394458,2026-04-16
6006,1,1,3,web,341,cohort_A,1.7171803025515162,0.8057037716684818,2026-04-16
6007,0,0,1,ios,179,cohort_B,0.8752006101304759,0.8282199656395759,2026-04-16
6008,1,1,2,web,458,cohort_A,1.30788797590155,1.668925181486986,2026-04-16
6009,0,0,4,ios,394,cohort_B,2.3516535213521137,2.75651945655824,2026-04-16
6010,1,1,4,ios,472,cohort_B,2.4575275193035435,2.802209633928511,2026-04-16
6011,1,0,8,ios,13,cohort_C,4.901930251392902,3.708954576061199,2026-04-16
6012,1,1,1,ios,179,cohort_B,0.8351234622145267,0.2470294792919583,2026-04-16
6013,0,0,8,ios,20,cohort_A,5.686001927702045,5.5759271224190226,2026-04-16
6014,1,1,10,android,406,cohort_C,14.141456335616285,13.632134296139824,2026-04-16
6015,0,0,6,ios,489,cohort_B,4.011426080746841,5.155860946166529,2026-04-16
6016,1,1,8,web,33,cohort_C,5.391558101117554,5.308805798398245,2026-04-16
6017,0,0,4,ios,134,cohort_C,2.641718438549436,1.8093848769307108,2026-04-16
6018,1,0,8,android,23,cohort_C,5.113748281745777,5.5819634731009335,2026-04-16
6019,1,1,5,android,494,cohort_A,3.198460142187023,3.9358031737380985,2026-04-16
6020,0,0,5,android,265,cohort_C,2.912377445115777,3.617493757438698,2026-04-16
6021,0,0,6,web,129,cohort_B,3.928523849846659,3.9177887834131484,2026-04-16
6022,1,1,7,ios,344,cohort_B,4.590485565319363,4.142173588631776,2026-04-16
6023,1,1,1,ios,6,cohort_A,0.0348868873818872,0.5309499933326921,2026-04-16
6024,0,0,6,android,259,cohort_C,3.504744745874335,3.415989804562315,2026-04-16
6025,1,1,4,ios,63,cohort_A,2.227581073497717,2.5415076644603665,2026-04-16
6026,0,0,8,web,64,cohort_A,5.086200844788791,5.930489086573253,2026-04-16
6027,0,0,8,ios,164,cohort_C,5.099937053747863,5.644799689693693,2026-04-16
6028,1,1,8,android,142,cohort_B,5.27035183362102,5.448242586231649,2026-04-16
6029,1,1,7,ios,331,cohort_C,4.13568256445623,4.210760958298647,2026-04-16
6030,1,0,5,ios,253,cohort_B,2.9021557366482673,2.1309154873120644,2026-04-16
6031,0,0,4,ios,81,cohort_A,2.248921852613421,2.6474168985444813,2026-04-16
6032,1,1,1,android,308,cohort_C,0.6902063798548752,0.36871441677226285,2026-04-16
6033,1,1,4,android,210,cohort_A,2.4447221798840078,2.8618301085045252,2026-04-16
6034,1,1,6,android,365,cohort_C,3.5415149266991426,3.6328910822809144,2026-04-16
6035,0,0,8,ios,478,cohort_B,5.524991982661284,5.508629551720686,2026-04-16
6036,1,1,9,android,108,cohort_A,6.36718877976942,6.049623076719769,2026-04-16
6037,1,1,4,android,63,cohort_A,2.202493903588281,1.9623002164902568,2026-04-16
6038,1,0,2,android,394,cohort_A,1.43778455188296,1.1290946654686986,2026-04-16
6039,1,1,4,ios,114,cohort_B,2.2596881319299134,1.2442979387589672,2026-04-16
6040,0,0,7,ios,366,cohort_A,4.36368929879644,3.5950068463016627,2026-04-16
6041,0,0,7,web,335,cohort_C,4.682473271669773,4.331264471603426,2026-04-16
6042,0,0,3,android,80,cohort_B,1.9971174519270856,1.264426443581593,2026-04-16
6043,0,0,6,ios,375,cohort_B,4.039830313929226,4.883183950229897,2026-04-16
6044,0,0,8,web,281,cohort_A,5.295719045887654,5.131236788197859,2026-04-16
6045,0,0,5,android,336,cohort_B,3.181830058903215,3.150785895803507,2026-04-16
6046,0,0,6,web,96,cohort_C,3.6948066756813787,4.015636507810663,2026-04-16
6047,0,0,8,web,59,cohort_B,5.813985899382436,5.944067118720414,2026-04-16
6048,0,0,2,web,366,cohort_B,1.2595841474610743,1.0398574566095797,2026-04-16
6049,1,1,2,web,108,cohort_C,1.592742902493127,1.216761055366147,2026-04-16
6050,1,1,5,ios,115,cohort_C,2.838888192944549,2.736156423758679,2026-04-16
6051,1,1,9,web,198,cohort_B,7.67718092297293,8.607122091388387,2026-04-16
6052,1,1,8,ios,455,cohort_C,5.050605282400905,5.421328940156069,2026-04-16
6053,0,0,5,android,312,cohort_A,2.847538493532891,3.20684361186916,2026-04-16
6054,0,0,10,android,31,cohort_A,9.54919482893973,10.514538295814466,2026-04-16
6055,0,0,3,web,39,cohort_C,1.923542034376024,2.346607111350543,2026-04-16
6056,0,0,3,ios,215,cohort_B,1.7099110417771433,1.7486319802796497,2026-04-16
6057,0,0,10,android,342,cohort_A,8.498002715661483,8.170644538896424,2026-04-16
6058,1,1,7,ios,200,cohort_C,4.707379254738789,3.927900734574418,2026-04-16
6059,0,0,3,ios,97,cohort_B,1.8486907285170333,2.390559264489795,2026-04-16
6060,0,0,3,ios,406,cohort_A,1.7739994184892665,2.453920863156209,2026-04-16
6061,1,0,7,android,417,cohort_A,4.075891946721631,4.114855714687236,2026-04-16
6062,1,1,3,ios,23,cohort_A,1.6587063394408141,2.0090739139825615,2026-04-16
6063,1,1,8,web,6,cohort_A,5.886824010600587,6.019199819908401,2026-04-16
6064,0,0,3,android,120,cohort_C,2.034140197958349,1.5137385912381853,2026-04-16
6065,1,1,2,web,162,cohort_A,1.0900947414866506,0.5385093915191476,2026-04-16
6066,1,1,6,ios,401,cohort_B,3.562650915056211,3.445720542160623,2026-04-16
6067,0,0,8,web,500,cohort_A,5.015346408775176,4.532706645122367,2026-04-16
6068,1,1,8,android,51,cohort_A,5.264552117014763,5.39974195420789,2026-04-16
6069,0,0,2,web,256,cohort_A,1.612704722790143,1.9733670237731717,2026-04-16
6070,0,0,6,ios,386,cohort_B,3.3861269663411075,3.565182927214416,2026-04-16
6071,0,0,6,web,207,cohort_C,3.6823393508476783,4.144185403543803,2026-04-16
6072,1,0,3,android,325,cohort_B,1.7433499140416486,1.2513669451209977,2026-04-16
6073,0,0,9,ios,80,cohort_A,6.001863938816991,5.745599546433499,2026-04-16
6074,0,0,8,android,498,cohort_A,5.122207728016899,4.910597288316842,2026-04-16
6075,1,1,9,web,86,cohort_B,7.469768005569312,8.015138366225502,2026-04-16
6076,1,1,6,android,469,cohort_A,3.8514439631841944,4.474456924964354,2026-04-16
6077,0,0,9,android,294,cohort_A,6.151703982429298,6.363742281685881,2026-04-16
6078,0,0,2,web,437,cohort_B,1.2216783017910486,1.4788622329897732,2026-04-16
6079,0,0,1,ios,358,cohort_A,0.26188557903394494,1.4343971899760355,2026-04-16
6080,1,1,2,ios,280,cohort_B,1.6100193209215006,0.8018676722341648,2026-04-16
6081,1,1,6,web,88,cohort_C,3.459385425570627,3.546034127022386,2026-04-16
6082,0,0,1,web,356,cohort_B,0.8504014700994382,1.2433583294607726,2026-04-16
6083,0,0,8,web,129,cohort_A,4.910337885825186,4.937632614376893,2026-04-16
6084,1,0,7,android,368,cohort_A,4.464771954655693,5.2781989611036835,2026-04-16
6085,1,1,8,ios,359,cohort_C,5.339149764515366,4.743938527783562,2026-04-16
6086,0,0,7,android,279,cohort_C,4.80702673856931,5.2315442354011,2026-04-16
6087,0,0,8,web,133,cohort_C,4.9493510651516,5.219092584497768,2026-04-16
6088,1,1,10,android,48,cohort_A,8.842624276743965,9.472313813262831,2026-04-16
6089,0,0,1,android,13,cohort_A,0.7833243729288135,1.6024152468281005,2026-04-16
6090,1,1,10,ios,365,cohort_A,13.523559746403503,13.26260055256556,2026-04-16
6091,0,0,2,ios,379,cohort_A,1.551127718576648,1.2557561220308946,2026-04-16
6092,0,0,3,web,498,cohort_B,1.8605616822605757,1.9760661776169595,2026-04-16
6093,0,0,1,android,280,cohort_B,0.34804199780693007,0.4887810681325811,2026-04-16
6094,0,0,2,android,149,cohort_A,1.3698137676967423,0.1501187529798358,2026-04-16
6095,0,0,3,web,380,cohort_C,1.6570215414098939,2.0138443589012835,2026-04-16
6096,0,0,5,android,482,cohort_A,2.7963169048727416,3.796429496227632,2026-04-16
6097,0,0,1,android,257,cohort_C,0.9058085786096711,1.066239809018476,2026-04-16
6098,0,0,8,web,217,cohort_B,4.931017026039437,4.421207842497802,2026-04-16
6099,1,1,3,web,83,cohort_A,1.9484206355431075,2.1105699770654343,2026-04-16
6100,1,1,4,ios,95,cohort_B,2.442532948668929,3.197641159275938,2026-04-16
6101,1,1,1,android,171,cohort_B,0.7786907016976515,0.8490490487485416,2026-04-16
6102,1,0,1,web,238,cohort_C,0.752533177327795,0.983633130424389,2026-04-16
6103,1,1,3,web,282,cohort_B,1.9763223811031794,1.5699994076569928,2026-04-16
6104,0,0,9,android,292,cohort_B,6.089763552935552,5.966955208319017,2026-04-16
6105,1,1,1,android,130,cohort_C,1.0616853521103806,1.0589345544173057,2026-04-16
6106,0,0,9,web,458,cohort_B,7.29124108152317,6.993615926424028,2026-04-16
6107,0,0,3,web,446,cohort_A,1.9295374564993373,2.3616621086767404,2026-04-16
6108,0,0,7,android,240,cohort_A,4.235806835411253,3.954836121752363,2026-04-16
6109,1,1,7,ios,360,cohort_A,4.640600127808674,5.587343113490854,2026-04-16
6110,0,0,2,android,184,cohort_B,1.1363598173579126,1.3313534014872357,2026-04-16
6111,0,0,8,web,188,cohort_B,4.952999876989343,4.817908172456054,2026-04-16
6112,0,0,10,android,116,cohort_A,8.083787754772965,7.706828323501573,2026-04-16
6113,1,1,9,android,34,cohort_A,7.313939105741976,6.973501993041174,2026-04-16
6114,1,1,9,android,380,cohort_B,6.296415897286774,6.278295663526136,2026-04-16
6115,0,0,2,ios,294,cohort_A,1.1642871570699298,0.8498722144085364,2026-04-16
6116,1,1,10,android,128,cohort_B,8.808297402132203,8.208995428924819,2026-04-16
6117,1,0,9,android,375,cohort_C,6.3695972351669266,6.118886962527128,2026-04-16
6118,0,0,7,ios,84,cohort_C,4.251179319849982,4.129674660284043,2026-04-16
6119,0,0,7,web,405,cohort_A,4.542240164313208,5.066592137602822,2026-04-16
6120,1,0,5,android,137,cohort_C,2.9547378152821624,3.405488131663981,2026-04-16
6121,1,1,6,android,430,cohort_A,3.682585617730822,2.8476058548801344,2026-04-16
6122,1,1,9,ios,77,cohort_B,6.033901014603589,6.420159566035648,2026-04-16
6123,1,1,8,web,105,cohort_C,5.336282121778779,5.3989135860070245,2026-04-16
6124,1,1,10,web,215,cohort_C,11.630583006261967,12.061828144128175,2026-04-16
6125,1,1,2,android,383,cohort_A,1.157565860599438,1.4335439331919775,2026-04-16
6126,1,1,7,web,314,cohort_C,4.0886900948095475,4.355909443606915,2026-04-16
6127,1,0,2,android,151,cohort_A,1.2014015764359698,1.459374793337973,2026-04-16
6128,1,1,6,ios,20,cohort_B,3.759877399498751,3.181147388594202,2026-04-16
6129,0,0,8,ios,204,cohort_B,5.086538577122076,5.854726368535552,2026-04-16
6130,1,0,1,web,475,cohort_A,0.5534825768898188,0.47843676426213255,2026-04-16
6131,0,0,7,android,423,cohort_B,4.341028660919422,4.244577329215899,2026-04-16
6132,1,1,3,web,325,cohort_B,2.0675352139523726,1.267215844361157,2026-04-16
6133,1,0,4,web,190,cohort_B,2.519634624271808,2.9673523819288223,2026-04-16
6134,0,0,3,ios,257,cohort_A,2.029443234922722,2.7112087738261175,2026-04-16
6135,1,1,10,ios,466,cohort_C,10.302052444828938,10.021305775704683,2026-04-16
6136,1,1,2,ios,380,cohort_A,1.3408870404181426,1.5730899632327866,2026-04-16
6137,0,0,6,web,364,cohort_A,3.6399279900986965,3.556033286329335,2026-04-16
6138,1,1,10,web,384,cohort_B,8.494618629181044,8.766907516571932,2026-04-16
6139,1,1,8,android,456,cohort_A,5.7484818969928755,4.490775587607428,2026-04-16
6140,1,1,1,android,435,cohort_A,0.7456824863675596,0.4836792319150391,2026-04-16
6141,0,0,5,ios,213,cohort_A,2.8283981163207796,2.64310035492596,2026-04-16
6142,0,0,2,web,214,cohort_B,1.0823610105068173,1.2661276653235498,2026-04-16
6143,1,0,2,ios,144,cohort_A,1.47957989196629,1.8273158548530188,2026-04-16
6144,0,0,1,web,415,cohort_B,0.944569531751018,-0.14266724227889982,2026-04-16
6145,0,0,3,android,185,cohort_A,2.126163846352648,2.043553192689855,2026-04-16
6146,0,0,10,android,433,cohort_A,11.709548823895384,10.926810492731185,2026-04-16
6147,0,0,3,web,235,cohort_A,2.133687881317243,1.6186670317581573,2026-04-16
6148,0,0,5,web,340,cohort_C,3.359623472995738,3.513316194634638,2026-04-16
6149,1,1,6,ios,208,cohort_B,4.043871040000622,3.8148804572402937,2026-04-16
6150,0,0,10,android,317,cohort_C,8.988470650576886,8.975842461772665,2026-04-16
6151,1,0,9,ios,398,cohort_A,6.574242997489066,6.833423512442307,2026-04-16
6152,1,1,6,web,197,cohort_B,3.930531822825243,2.88259541425064,2026-04-16
6153,0,0,1,android,433,cohort_A,0.5801158742815453,0.17953241619729848,2026-04-16
6154,1,1,7,web,455,cohort_B,4.574901964937651,4.295387017869658,2026-04-16
6155,0,0,2,android,234,cohort_B,1.1681784427893076,0.9076724622313574,2026-04-16
6156,0,0,3,android,203,cohort_C,1.9903621392191237,1.4577677553255277,2026-04-16
6157,1,1,1,ios,355,cohort_C,0.8288067121398909,0.9918243171147728,2026-04-16
6158,0,0,8,ios,16,cohort_C,4.943648659719745,4.596904707908487,2026-04-16
6159,0,0,10,ios,26,cohort_A,8.498464799726113,8.346409646809956,2026-04-16
6160,0,0,5,web,80,cohort_C,3.037789340728819,3.877671087104137,2026-04-16
6161,0,0,3,web,101,cohort_C,1.6896114009797585,1.557220046326777,2026-04-16
6162,1,1,9,web,421,cohort_A,6.303038030780916,6.411389180302814,2026-04-16
6163,0,0,2,web,5,cohort_B,1.2950664382957526,1.064121009885635,2026-04-16
6164,1,1,10,ios,387,cohort_C,12.610832107527122,12.868794007137392,2026-04-16
6165,1,1,4,android,13,cohort_A,2.422575493728559,2.366263531114456,2026-04-16
6166,0,0,9,android,306,cohort_B,6.436399182949526,6.065867674690817,2026-04-16
6167,0,0,9,web,40,cohort_C,6.53630522825272,7.87156084936713,2026-04-16
6168,0,0,7,android,61,cohort_A,4.735238149414708,3.8048226955335314,2026-04-16
6169,1,1,4,ios,35,cohort_A,2.2835676912714127,2.5652037989086836,2026-04-16
6170,0,0,4,android,383,cohort_A,2.2659325690220014,1.8519424941534997,2026-04-16
6171,1,1,2,ios,46,cohort_A,1.3935148467968923,0.7785461628794627,2026-04-16
6172,1,1,6,android,141,cohort_C,3.486725768452496,3.4650080651624675,2026-04-16
6173,0,0,3,ios,160,cohort_A,2.0347631386345166,2.32461930677678,2026-04-16
6174,1,0,4,web,295,cohort_B,2.2067379099613755,2.2715367630111456,2026-04-16
6175,0,0,1,android,425,cohort_C,0.5042554113789781,0.6257825460718444,2026-04-16
6176,1,0,3,android,194,cohort_B,1.68462012505318,1.9666729047755636,2026-04-16
6177,0,0,10,web,328,cohort_B,8.93812926332209,9.029327050956907,2026-04-16
6178,1,1,8,android,389,cohort_C,5.263144892638147,5.899685442436203,2026-04-16
6179,0,0,7,web,75,cohort_B,4.686789139765849,5.633768187538986,2026-04-16
6180,1,0,5,web,405,cohort_B,3.0571072009894094,2.9273424676348454,2026-04-16
6181,1,1,5,ios,240,cohort_B,3.3396649483430108,3.4880951154887585,2026-04-16
6182,0,0,7,web,499,cohort_A,4.277943755135319,4.653450009810469,2026-04-16
6183,0,0,6,android,309,cohort_A,3.823363069066572,3.7823729634588297,2026-04-16
6184,1,1,1,web,449,cohort_C,1.00341526489587,2.0202371786920317,2026-04-16
6185,1,1,1,web,190,cohort_A,0.5880347556350425,0.0027689427569845826,2026-04-16
6186,0,0,8,web,144,cohort_A,5.221203035744371,5.360389483193782,2026-04-16
6187,1,1,6,android,398,cohort_A,3.8752229799163516,4.467019979483956,2026-04-16
6188,1,1,8,web,151,cohort_C,5.547145772360372,4.933016454927207,2026-04-16
6189,0,0,3,web,162,cohort_C,2.1479657713346536,1.154598896768519,2026-04-16
6190,1,1,4,android,463,cohort_C,2.730685353600715,2.304007864251766,2026-04-16
6191,1,1,3,ios,72,cohort_B,2.0879567747038554,2.2899895613763235,2026-04-16
6192,0,0,8,web,125,cohort_B,5.331958686907577,6.489108013435751,2026-04-16
6193,0,0,6,web,31,cohort_A,3.5860665458045813,3.300828037759424,2026-04-16
6194,1,1,4,android,428,cohort_A,2.5019161752223114,2.6456078088846136,2026-04-16
6195,1,1,5,android,348,cohort_C,3.0901701963990176,2.9174613339060227,2026-04-16
6196,1,1,3,android,124,cohort_A,2.0587769570579124,1.7776727764385745,2026-04-16
6197,1,1,1,web,413,cohort_A,0.09905091642837667,-0.6059666908102076,2026-04-16
6198,0,0,3,web,227,cohort_B,1.8747137320689156,1.8013453310054124,2026-04-16
6199,1,1,7,ios,417,cohort_A,4.604136722138427,3.6795721929160825,2026-04-16
6200,0,0,5,ios,52,cohort_B,2.9679282907238957,3.2534847755546004,2026-04-16
6201,1,1,9,ios,280,cohort_B,7.3790138084613295,6.981730519520256,2026-04-16
6202,1,1,5,web,440,cohort_B,3.0205555923491687,2.602551513766361,2026-04-16
6203,1,1,3,web,496,cohort_A,1.7826446849098962,1.7499691718677268,2026-04-16
6204,1,1,2,web,388,cohort_C,1.6205351298703239,1.8564176226181819,2026-04-16
6205,0,0,3,android,174,cohort_B,1.8724639512555719,2.485008099516632,2026-04-16
6206,1,0,10,android,499,cohort_A,8.21002235504629,8.550119502522408,2026-04-16
6207,0,0,9,web,440,cohort_A,7.672834155727272,7.4020484206069295,2026-04-16
6208,0,0,6,ios,56,cohort_A,3.497231852250737,3.4711804433875697,2026-04-16
6209,0,0,3,ios,153,cohort_B,1.735624153490397,1.2748368207198362,2026-04-16
6210,1,1,6,android,485,cohort_A,3.4472951390122395,2.7591645534833917,2026-04-16
