user_id,treat,received,block,platform,cluster_id,signup_cohort,baseline_activity,pre_metric,post_clicks,post_purchases,days_observed,missing_share,converted
9800,1,0,2,web,400,cohort_B,1.3968976094942895,0.7993343124726092,5.0,0.0,14,0.0,0
9801,0,0,3,ios,176,cohort_C,2.062924748859334,0.6964977239951298,7.0,1.0,14,0.0,1
9802,1,1,8,ios,75,cohort_B,5.39942563268477,5.294227787166869,7.0,0.0,14,0.0,0
9803,1,1,10,web,234,cohort_B,9.512172972095012,8.528014546115397,9.0,0.0,13,0.07142857142857142,0
9804,1,1,1,web,175,cohort_C,0.37114058594170524,-0.006295369998512712,2.0,0.0,14,0.0,0
9805,1,1,4,ios,384,cohort_A,2.261739197509784,2.308224716938813,5.0,0.0,14,0.0,0
9806,0,0,4,web,310,cohort_B,2.7087285492105835,2.927574547523605,7.0,0.0,14,0.0,0
9807,1,0,9,ios,480,cohort_B,7.523724855275484,7.5539734675146475,6.0,0.0,14,0.0,0
9808,0,0,8,android,353,cohort_A,5.011338515553382,4.149575456965794,7.0,0.0,14,0.0,0
9809,0,0,8,web,315,cohort_A,4.921998294496551,4.910564411355684,2.0,0.0,14,0.0,0
9810,1,1,1,web,347,cohort_B,0.9382713654467514,1.6776386363525837,3.0,1.0,14,0.0,1
9811,1,1,4,ios,436,cohort_A,2.4193124758571707,2.0902780867351245,5.0,0.0,14,0.0,0
9812,0,0,10,web,159,cohort_B,15.853692277117974,16.016994405036808,9.0,0.0,13,0.07142857142857142,0
9813,1,1,7,ios,265,cohort_C,4.69481310718686,4.0064106784615605,7.0,0.0,13,0.07142857142857142,0
9814,0,0,1,web,262,cohort_A,0.22996465799023422,0.604752756682907,7.0,0.0,13,0.07142857142857142,0
9815,0,0,3,web,188,cohort_A,1.8330991074605834,0.9359261111517039,8.0,0.0,14,0.0,0
9816,0,0,6,android,486,cohort_B,3.4660379760626787,3.196073504212757,3.0,1.0,14,0.0,1
9817,1,1,4,android,344,cohort_A,2.5922239211230442,2.362991962234339,4.0,0.0,13,0.07142857142857142,0
9818,0,0,9,ios,296,cohort_A,6.99001031292052,7.125347710655379,7.0,0.0,13,0.07142857142857142,0
9819,0,0,3,ios,198,cohort_A,1.715404894102606,2.0313633577953993,9.0,0.0,14,0.0,0
9820,1,0,3,ios,94,cohort_A,1.8212336719390791,2.759210373258667,3.0,0.0,14,0.0,0
9821,0,0,10,ios,289,cohort_C,10.432729292174335,10.289860799107359,7.0,0.0,13,0.07142857142857142,0
9822,0,0,5,android,94,cohort_A,3.211602294321347,3.572489059206463,3.0,0.0,14,0.0,0
9823,0,0,7,ios,388,cohort_C,4.52249023984565,4.388405645891581,7.0,0.0,14,0.0,0
9824,0,0,3,android,259,cohort_C,1.6766788690699457,1.2172383634820785,7.0,0.0,14,0.0,0
9825,0,0,6,ios,81,cohort_A,3.7166544083694295,3.428485487828771,7.0,1.0,14,0.0,1
9826,1,1,10,android,27,cohort_A,10.578439794960673,10.357617257822556,8.0,0.0,14,0.0,0
9827,0,0,10,ios,33,cohort_A,8.801169831421241,7.900432968111129,4.0,1.0,14,0.0,1
9828,1,1,8,android,245,cohort_B,5.450691020088953,4.615475755783569,8.0,0.0,14,0.0,0
9829,1,1,6,ios,140,cohort_C,3.5499318225884875,3.814572661730949,7.0,0.0,14,0.0,0
9830,1,1,10,ios,56,cohort_C,9.796328576525255,9.461498955009079,7.0,0.0,14,0.0,0
9831,1,0,7,android,260,cohort_C,4.807578008348291,5.381122072954197,6.0,0.0,14,0.0,0
9832,1,1,10,android,274,cohort_C,8.132161669364185,8.253956106561938,9.0,1.0,14,0.0,1
9833,1,0,10,web,156,cohort_C,8.733867315795768,8.50256619633389,4.0,0.0,13,0.07142857142857142,0
9834,1,1,5,web,108,cohort_B,3.1328763351525137,3.465566775009707,5.0,0.0,13,0.07142857142857142,0
9835,1,0,2,ios,18,cohort_B,1.3699391352855255,1.7150241689564036,0.0,0.0,13,0.07142857142857142,0
9836,1,1,1,android,154,cohort_B,0.30117359257407683,0.4191096280971722,6.0,0.0,14,0.0,0
9837,0,0,9,web,418,cohort_C,7.110868428324106,7.469601354962932,6.0,0.0,14,0.0,0
9838,0,0,8,ios,90,cohort_B,5.380819656879025,5.2632982842476475,3.0,0.0,14,0.0,0
9839,1,1,2,android,479,cohort_C,1.3791117068951386,1.7806326222247404,5.0,0.0,14,0.0,0
9840,1,0,2,ios,252,cohort_B,1.1284230684866297,2.1771151388364975,4.0,0.0,14,0.0,0
9841,0,0,8,android,385,cohort_A,5.67191338082995,5.123271898572886,8.0,0.0,14,0.0,0
9842,1,0,7,android,66,cohort_B,4.564540251735258,4.326304000210696,4.0,0.0,14,0.0,0
9843,0,0,4,web,442,cohort_A,2.2730474261162055,2.6374935662535384,9.0,0.0,14,0.0,0
9844,0,0,6,web,332,cohort_B,3.8331247197194225,3.0048557327684025,7.0,0.0,13,0.07142857142857142,0
9845,1,1,8,android,195,cohort_A,4.9841754631024795,4.868003362417962,6.0,0.0,13,0.07142857142857142,0
9846,0,0,5,ios,179,cohort_C,3.0295347657850575,3.3001338084745915,4.0,0.0,14,0.0,0
9847,1,0,3,ios,222,cohort_C,1.9137152408403713,1.4097122867558447,5.0,0.0,14,0.0,0
9848,1,1,3,ios,240,cohort_A,1.8681065336320077,1.1210179638342717,6.0,0.0,13,0.07142857142857142,0
9849,1,0,10,ios,229,cohort_B,8.184847244061329,8.115045217407864,8.0,0.0,14,0.0,0
9850,1,0,6,android,445,cohort_A,3.4072864117571777,2.847267889660737,9.0,0.0,14,0.0,0
9851,0,0,2,android,106,cohort_B,1.3071908590679604,1.22092477931125,4.0,0.0,14,0.0,0
9852,1,1,6,android,496,cohort_B,3.4346774215638316,2.889791027046884,5.0,0.0,14,0.0,0
9853,0,0,7,android,299,cohort_C,4.742546133535455,4.479816613312547,0.0,0.0,14,0.0,0
9854,0,0,9,android,88,cohort_A,6.534764712647044,6.6742648587420295,7.0,0.0,14,0.0,0
9855,1,1,1,ios,108,cohort_B,0.8103011292288722,0.9993486033075423,10.0,0.0,14,0.0,0
9856,1,1,8,web,331,cohort_C,5.067904818189393,4.972873429084507,3.0,0.0,13,0.07142857142857142,0
9857,0,0,10,web,68,cohort_B,13.342716050935177,13.588562741724655,10.0,0.0,14,0.0,0
9858,1,1,2,android,190,cohort_B,1.523494679289823,1.2358171775119027,4.0,0.0,13,0.07142857142857142,0
9859,0,0,1,android,403,cohort_C,0.7937641013457116,0.9595049023312227,10.0,0.0,14,0.0,0
9860,1,0,7,ios,462,cohort_B,4.34750292975315,4.351268946300114,2.0,0.0,14,0.0,0
9861,0,0,4,android,317,cohort_A,2.3833472413578805,2.25567710596016,4.0,0.0,14,0.0,0
9862,1,1,6,web,463,cohort_A,3.548943781169871,3.4375332356743438,9.0,0.0,14,0.0,0
9863,1,1,8,ios,76,cohort_C,5.471350425783443,5.989589537659384,2.0,0.0,13,0.07142857142857142,0
9864,1,1,2,android,151,cohort_B,1.451152361673084,1.715564211184157,8.0,1.0,14,0.0,1
9865,1,1,10,ios,388,cohort_C,11.062944963652617,11.523621177325477,8.0,0.0,14,0.0,0
9866,0,0,8,ios,65,cohort_A,5.432022913927224,6.474478757833074,5.0,0.0,14,0.0,0
9867,1,1,10,ios,177,cohort_C,8.952878937148844,9.073071972311011,7.0,0.0,14,0.0,0
9868,1,0,9,android,146,cohort_C,7.570773187993972,7.553985470282294,4.0,0.0,14,0.0,0
9869,1,1,1,ios,64,cohort_C,0.5071122320233193,0.08364864449081183,8.0,0.0,14,0.0,0
9870,1,1,10,ios,192,cohort_A,8.139285958342187,7.913179561587122,7.0,0.0,14,0.0,0
9871,0,0,3,ios,313,cohort_C,2.0671824145965805,2.1272935486524562,4.0,0.0,13,0.07142857142857142,0
9872,1,1,7,android,297,cohort_B,4.670347409579482,4.82403070038018,8.0,0.0,14,0.0,0
9873,0,0,10,android,4,cohort_A,12.652734181616946,13.10335595225705,0.0,1.0,14,0.0,1
9874,1,0,5,android,350,cohort_C,2.8316514460268243,3.2716996144850925,4.0,0.0,14,0.0,0
9875,0,0,2,web,381,cohort_A,1.177730440227425,0.9077376395037106,7.0,0.0,14,0.0,0
9876,0,0,10,ios,173,cohort_A,7.903159611884984,6.941010327165637,5.0,0.0,14,0.0,0
9877,0,0,6,ios,403,cohort_A,3.9580103421645694,3.840248031660778,8.0,0.0,14,0.0,0
9878,1,1,10,web,289,cohort_A,9.434423808260604,10.175357029718661,2.0,1.0,13,0.07142857142857142,1
9879,1,1,1,web,444,cohort_B,0.5321175361339284,-0.11642365078429529,5.0,0.0,13,0.07142857142857142,0
9880,0,0,4,web,121,cohort_A,2.673471321955431,2.6972891900431177,6.0,0.0,14,0.0,0
9881,0,0,2,web,108,cohort_C,1.3725168816194997,0.7625803906566729,5.0,0.0,14,0.0,0
9882,0,0,3,ios,215,cohort_C,2.1273870134612625,2.0552472066879335,6.0,0.0,14,0.0,0
9883,1,1,5,web,154,cohort_A,2.943078653586808,3.449412394156346,6.0,1.0,13,0.07142857142857142,1
9884,1,1,4,android,441,cohort_B,2.2772396738411023,2.3224370770126237,6.0,0.0,14,0.0,0
9885,1,1,10,web,251,cohort_C,9.970880451405908,9.772190170169296,10.0,0.0,14,0.0,0
9886,0,0,7,ios,466,cohort_A,4.442561113114985,4.185774510226657,5.0,0.0,14,0.0,0
9887,1,1,7,ios,196,cohort_B,4.509774174021376,3.9054503655670603,5.0,0.0,14,0.0,0
9888,1,1,1,web,18,cohort_B,0.8058738229342952,1.0018264191409987,9.0,1.0,12,0.14285714285714285,1
9889,0,0,5,ios,265,cohort_C,3.0820957705189107,2.5176001640732006,4.0,0.0,14,0.0,0
9890,0,0,2,android,195,cohort_B,1.329107911135529,1.193840830771624,7.0,0.0,14,0.0,0
9891,0,0,2,ios,204,cohort_B,1.6464053469039195,1.983221792792469,3.0,0.0,13,0.07142857142857142,0
9892,0,0,4,web,419,cohort_A,2.443480067504093,2.2674161208777694,4.0,0.0,14,0.0,0
9893,0,0,7,android,176,cohort_B,4.399636466320134,4.182573491530385,7.0,0.0,13,0.07142857142857142,0
9894,1,1,7,ios,190,cohort_B,4.223325602157975,4.180414803279259,6.0,0.0,14,0.0,0
9895,1,1,9,android,255,cohort_A,6.999374171440701,7.741170724252213,10.0,0.0,14,0.0,0
9896,1,1,4,ios,24,cohort_A,2.4773469686947878,2.1957900400084744,4.0,0.0,14,0.0,0
9897,1,0,4,web,265,cohort_A,2.276016553230816,2.2397652320851824,5.0,0.0,14,0.0,0
9898,0,0,9,ios,15,cohort_A,6.691877246984534,5.281453020218425,6.0,0.0,14,0.0,0
9899,1,0,8,android,312,cohort_A,5.629708576643141,6.390223086339372,2.0,0.0,13,0.07142857142857142,0
9900,1,1,9,web,395,cohort_B,6.32365734749793,6.080144969204021,6.0,0.0,14,0.0,0
9901,1,1,6,web,287,cohort_B,3.8455469022009536,4.032814714419359,4.0,0.0,14,0.0,0
9902,1,0,2,web,12,cohort_C,1.4418800909743106,0.8265478397071222,5.0,1.0,14,0.0,1
9903,1,1,4,ios,75,cohort_B,2.3109270488972773,2.6088157954861013,9.0,0.0,14,0.0,0
9904,0,0,9,android,330,cohort_C,6.383726367104753,6.48973423429238,3.0,0.0,14,0.0,0
9905,0,0,3,ios,171,cohort_B,1.8417340496920953,1.1407095199070314,2.0,0.0,13,0.07142857142857142,0
9906,0,0,7,android,27,cohort_B,4.141035335317031,4.043941518324874,8.0,0.0,14,0.0,0
9907,0,0,8,ios,29,cohort_B,5.4043710279691854,6.304912522579356,5.0,1.0,14,0.0,1
9908,0,0,2,ios,30,cohort_B,1.6352920723062891,1.08153575338775,4.0,0.0,14,0.0,0
9909,0,0,6,ios,318,cohort_A,3.698217039034734,4.46381660057627,3.0,0.0,14,0.0,0
9910,0,0,8,android,56,cohort_B,4.9819743565149865,4.4642610486121335,6.0,0.0,13,0.07142857142857142,0
9911,1,0,7,ios,64,cohort_C,4.581042558397298,4.893581170722114,7.0,0.0,14,0.0,0
9912,1,0,3,android,266,cohort_A,1.9402560288693553,1.9835422699265222,3.0,0.0,13,0.07142857142857142,0
9913,0,0,4,ios,45,cohort_B,2.5062348061574804,2.3694341689964338,8.0,0.0,14,0.0,0
9914,1,1,9,web,126,cohort_B,7.734111776358573,8.016612399300314,5.0,0.0,14,0.0,0
9915,0,0,9,web,120,cohort_C,7.5297287454432755,7.932252181537076,6.0,0.0,14,0.0,0
9916,0,0,3,android,340,cohort_B,1.9055185981136618,1.7261562465882976,2.0,1.0,12,0.14285714285714285,1
9917,1,1,2,android,72,cohort_A,1.374153886852284,1.438517062847708,4.0,0.0,13,0.07142857142857142,0
9918,1,0,7,web,75,cohort_C,4.254723181146887,3.8497859267893473,5.0,0.0,14,0.0,0
9919,0,0,5,ios,498,cohort_A,2.7610297561534165,2.551043107539962,2.0,1.0,13,0.07142857142857142,1
9920,0,0,1,web,18,cohort_B,0.5264234347235469,1.6044661163804674,7.0,0.0,14,0.0,0
9921,1,1,2,web,127,cohort_A,1.3342176060224518,0.961974385945163,6.0,0.0,13,0.07142857142857142,0
9922,1,1,1,android,138,cohort_C,0.7362623883119914,0.27122505598221386,7.0,0.0,14,0.0,0
9923,1,1,10,ios,494,cohort_A,8.89828301111579,9.38525810645448,9.0,0.0,14,0.0,0
9924,1,1,3,android,325,cohort_A,1.735036531462945,1.2109783772404743,5.0,0.0,14,0.0,0
9925,0,0,1,android,181,cohort_A,0.36881928882477955,0.11843689675400015,7.0,0.0,13,0.07142857142857142,0
9926,0,0,2,ios,51,cohort_A,1.6245445631104456,1.3249356414869884,4.0,0.0,14,0.0,0
9927,1,1,9,android,245,cohort_B,6.557434726383417,6.291719924333995,6.0,1.0,14,0.0,1
9928,1,1,4,ios,487,cohort_A,2.3267651114045123,2.0374896602408255,2.0,0.0,14,0.0,0
9929,0,0,4,ios,226,cohort_B,2.6316424698296776,2.666328741927994,5.0,0.0,14,0.0,0
9930,1,1,10,web,472,cohort_B,11.400446720544632,10.979608191695954,6.0,0.0,13,0.07142857142857142,0
9931,0,0,5,ios,413,cohort_A,3.253479233019624,2.8316970862464808,11.0,0.0,14,0.0,0
9932,0,0,7,web,21,cohort_A,4.382922022979628,3.5969809639477313,5.0,0.0,14,0.0,0
9933,1,1,9,android,470,cohort_C,7.359691244170027,7.913119527056159,6.0,1.0,14,0.0,1
9934,0,0,8,ios,449,cohort_A,5.308140892215332,5.873744888863757,9.0,0.0,14,0.0,0
9935,0,0,1,web,22,cohort_A,0.6763967763512272,1.1723325228569386,7.0,0.0,13,0.07142857142857142,0
9936,1,1,7,ios,201,cohort_A,4.4430269023192706,5.095461667078669,9.0,0.0,14,0.0,0
9937,1,1,1,ios,224,cohort_A,0.4925186655483894,0.4668083279763989,6.0,0.0,14,0.0,0
9938,0,0,9,ios,291,cohort_C,6.954520358229314,6.900696375457396,4.0,0.0,14,0.0,0
9939,0,0,8,android,59,cohort_C,5.674300149034711,5.982222526685893,8.0,0.0,14,0.0,0
9940,1,1,4,android,234,cohort_A,2.641992533529115,2.31609380267431,6.0,1.0,14,0.0,1
9941,0,0,4,android,51,cohort_C,2.5372484248665303,2.963252102236668,4.0,0.0,14,0.0,0
9942,0,0,3,android,491,cohort_A,2.064168829542007,2.2642691313071737,3.0,1.0,14,0.0,1
9943,0,0,7,web,488,cohort_A,4.261225552093192,3.8453605672738624,7.0,0.0,14,0.0,0
9944,1,0,9,ios,90,cohort_A,6.42362846129954,6.052989655188549,5.0,0.0,14,0.0,0
9945,1,1,8,web,462,cohort_C,5.501026763088576,6.144301119888599,8.0,0.0,14,0.0,0
9946,0,0,2,web,259,cohort_C,1.101231591419258,1.7395373223719859,8.0,0.0,14,0.0,0
9947,0,0,2,web,9,cohort_A,1.2493725763446681,0.8228213253436181,6.0,0.0,13,0.07142857142857142,0
9948,1,0,3,ios,237,cohort_A,1.977502528774122,2.638355989443908,5.0,0.0,14,0.0,0
9949,0,0,1,android,395,cohort_A,0.5947300476234674,0.42811743985409434,6.0,0.0,14,0.0,0
9950,1,1,3,ios,251,cohort_A,2.054081854337956,3.0331973140982065,9.0,0.0,14,0.0,0
9951,0,0,4,web,224,cohort_C,2.207221549672258,2.039045836758,6.0,0.0,13,0.07142857142857142,0
9952,1,1,5,ios,239,cohort_B,2.796897023486905,2.6934238103874426,7.0,0.0,14,0.0,0
9953,1,1,8,ios,342,cohort_B,5.52419942693743,6.219744757868878,7.0,0.0,13,0.07142857142857142,0
9954,1,1,3,ios,393,cohort_C,2.162241101817188,2.633060810084097,5.0,0.0,14,0.0,0
9955,0,0,2,web,185,cohort_A,1.1612437103394786,1.8870834917652828,5.0,1.0,14,0.0,1
9956,0,0,2,web,499,cohort_B,1.4739186444304215,1.2819275011034188,5.0,0.0,13,0.07142857142857142,0
9957,0,0,6,android,317,cohort_A,3.4415438782913372,3.393247890658101,5.0,0.0,14,0.0,0
9958,1,1,9,web,92,cohort_A,6.213679720778243,6.917348559507646,5.0,0.0,14,0.0,0
9959,0,0,7,ios,295,cohort_B,4.205828296073995,4.054139039573647,3.0,0.0,14,0.0,0
9960,1,1,1,android,33,cohort_A,0.34290360843528545,0.23851489698572226,8.0,0.0,14,0.0,0
9961,0,0,9,ios,386,cohort_A,6.34166194889113,6.526004735581511,10.0,0.0,14,0.0,0
9962,0,0,6,ios,132,cohort_B,3.715549220012724,4.108611586146016,6.0,0.0,14,0.0,0
9963,0,0,5,ios,47,cohort_A,3.1305758889890405,3.435678092297388,7.0,0.0,14,0.0,0
9964,1,0,10,web,177,cohort_C,16.38133239488716,17.22042694490832,8.0,0.0,14,0.0,0
9965,1,1,9,android,474,cohort_A,6.438976399639418,6.871908476628361,3.0,0.0,14,0.0,0
9966,1,1,3,ios,482,cohort_B,1.6993104671638541,2.320942549587592,4.0,0.0,13,0.07142857142857142,0
9967,1,1,2,android,17,cohort_A,1.530592756013907,2.1189501411616227,8.0,0.0,14,0.0,0
9968,0,0,6,ios,125,cohort_C,4.016407080083803,4.644145676742438,6.0,0.0,14,0.0,0
9969,1,1,4,android,40,cohort_C,2.3028027742453956,3.008271364869071,3.0,0.0,14,0.0,0
9970,0,0,9,android,292,cohort_A,6.514091372426761,6.125563647014206,3.0,0.0,14,0.0,0
9971,1,1,5,android,356,cohort_B,2.766727927639409,2.5391031824965933,4.0,0.0,14,0.0,0
9972,1,1,2,web,187,cohort_A,1.3079599417416272,1.2450619987523963,6.0,0.0,14,0.0,0
9973,1,0,3,android,366,cohort_A,2.1063154722595665,2.95739499918135,6.0,0.0,14,0.0,0
9974,1,1,10,ios,185,cohort_A,9.24375525249455,9.235885116575488,11.0,0.0,14,0.0,0
9975,1,1,5,ios,230,cohort_C,2.9926073531727275,2.810271171310072,6.0,0.0,14,0.0,0
9976,0,0,2,ios,169,cohort_A,1.5225994238849676,2.100385842869942,4.0,0.0,14,0.0,0
9977,0,0,7,web,299,cohort_B,4.824324651868959,4.753184545861181,8.0,0.0,14,0.0,0
9978,0,0,7,web,158,cohort_A,4.690594720733485,3.804966993068234,3.0,0.0,14,0.0,0
9979,0,0,3,ios,448,cohort_A,1.659461283462464,2.265912804653227,3.0,0.0,14,0.0,0
9980,0,0,7,ios,363,cohort_B,4.243040194886709,4.185419373480207,4.0,0.0,13,0.07142857142857142,0
9981,0,0,6,android,425,cohort_A,3.758860007857998,3.5858558229806663,2.0,1.0,13,0.07142857142857142,1
9982,1,1,4,ios,348,cohort_C,2.475513247421683,2.9157410677995768,10.0,0.0,14,0.0,0
9983,0,0,4,android,494,cohort_B,2.2694888751743627,1.4215511159602217,6.0,0.0,13,0.07142857142857142,0
9984,0,0,8,web,422,cohort_A,4.9620411149019645,4.707301637809477,7.0,0.0,14,0.0,0
9985,1,1,1,ios,51,cohort_C,0.5949192378569292,1.216709771904961,4.0,0.0,14,0.0,0
9986,1,1,7,ios,183,cohort_C,4.865416621979275,4.522308669383688,9.0,0.0,14,0.0,0
9987,1,1,6,web,338,cohort_C,3.5983999415472234,3.9782352337485727,5.0,0.0,14,0.0,0
9988,0,0,7,web,160,cohort_C,4.710579694105025,4.314494942429265,8.0,0.0,14,0.0,0
9989,0,0,1,web,235,cohort_A,0.7179467944030712,0.8638947641623945,4.0,0.0,13,0.07142857142857142,0
9990,1,0,3,web,95,cohort_B,1.9480581399171593,1.5931356143547475,10.0,0.0,14,0.0,0
9991,1,1,4,ios,481,cohort_B,2.3993955046161264,2.179172334218656,6.0,0.0,14,0.0,0
9992,1,1,8,ios,222,cohort_C,5.270107479442015,5.120914295480083,8.0,1.0,14,0.0,1
9993,0,0,3,android,58,cohort_B,1.9062320254226794,2.054139424723618,7.0,0.0,14,0.0,0
9994,1,1,10,ios,77,cohort_B,8.46115482457387,8.682899838218514,7.0,0.0,14,0.0,0
9995,0,0,10,android,293,cohort_B,9.100122499669101,9.388766353565972,3.0,0.0,12,0.14285714285714285,0
9996,1,1,4,android,290,cohort_A,2.355999160379627,2.5202055392926357,7.0,0.0,14,0.0,0
9997,1,1,9,android,281,cohort_B,6.209495777572282,7.4856554552285886,4.0,1.0,14,0.0,1
9998,0,0,8,web,396,cohort_A,5.424620229784261,5.131180941554208,5.0,0.0,14,0.0,0
9999,0,0,7,ios,426,cohort_C,4.393150882076349,4.099804608780482,8.0,0.0,14,0.0,0
10000,1,1,1,android,490,cohort_C,0.08209447438292511,0.11267951457457964,6.0,0.0,14,0.0,0
10001,0,0,3,android,376,cohort_A,1.7235882779924792,0.8764630718537149,5.0,0.0,13,0.07142857142857142,0
10002,1,1,2,web,179,cohort_A,1.2824804607903737,0.8859516410398978,4.0,0.0,13,0.07142857142857142,0
10003,0,0,9,web,476,cohort_C,6.241528307621159,6.470642757918434,6.0,0.0,14,0.0,0
10004,1,1,8,android,267,cohort_A,5.691299167226457,5.250939812883062,4.0,0.0,14,0.0,0
10005,0,0,1,ios,328,cohort_B,0.7629508913876308,0.8382675845193724,6.0,0.0,14,0.0,0
10006,1,1,3,ios,302,cohort_B,2.1623312576842975,2.6794209293436904,4.0,0.0,13,0.07142857142857142,0
10007,0,0,8,android,239,cohort_A,5.251587521522854,5.013714883301323,7.0,0.0,13,0.07142857142857142,0
10008,0,0,7,web,228,cohort_B,4.3557663247474325,4.93627112069237,7.0,0.0,14,0.0,0
10009,0,0,1,web,364,cohort_B,0.06534307132778348,0.2968145212849893,5.0,0.0,14,0.0,0
10010,0,0,4,android,307,cohort_A,2.682378828522791,2.6714366229841904,4.0,0.0,14,0.0,0
10011,0,0,7,android,69,cohort_A,4.080695315711793,3.736255557641524,1.0,0.0,13,0.07142857142857142,0
10012,1,1,9,android,19,cohort_C,7.288247984538736,6.9155526305047985,7.0,0.0,14,0.0,0
10013,0,0,6,android,148,cohort_B,4.014960382994558,4.349652964512704,5.0,0.0,14,0.0,0
10014,1,1,9,ios,212,cohort_A,6.6523369467978535,6.525061627102811,2.0,1.0,14,0.0,1
10015,1,1,2,web,100,cohort_C,1.4547801491292776,1.1988226279086018,5.0,0.0,14,0.0,0
10016,0,0,6,ios,471,cohort_A,3.4889385663095736,3.3638682446473434,10.0,0.0,14,0.0,0
10017,0,0,5,ios,175,cohort_A,2.98902427385349,3.004560968778451,7.0,1.0,14,0.0,1
10018,0,0,9,ios,215,cohort_A,7.015309383931602,7.127606016732666,5.0,0.0,14,0.0,0
10019,0,0,3,ios,427,cohort_B,2.154350273229106,2.2195634010156042,7.0,0.0,14,0.0,0
10020,1,1,5,android,178,cohort_A,3.0578752912527403,3.1161996689312557,6.0,0.0,14,0.0,0
10021,0,0,1,ios,397,cohort_C,1.0467321853671858,0.29699085066468534,6.0,0.0,13,0.07142857142857142,0
10022,0,0,5,ios,121,cohort_B,3.29186530954618,3.4671495257365716,2.0,1.0,13,0.07142857142857142,1
10023,0,0,4,ios,368,cohort_A,2.6220688415527142,2.5770783809266664,5.0,0.0,13,0.07142857142857142,0
10024,1,1,9,android,497,cohort_A,7.530016419517702,6.578673448288456,5.0,0.0,14,0.0,0
10025,0,0,3,web,61,cohort_A,1.7433879346756043,2.3609689830191156,10.0,0.0,14,0.0,0
10026,1,1,5,web,20,cohort_A,3.0073227908852402,3.4093254329975022,9.0,1.0,14,0.0,1
10027,1,1,10,android,388,cohort_B,11.429418432097156,11.302065411593986,7.0,0.0,14,0.0,0
10028,0,0,2,ios,46,cohort_B,1.077420376788488,0.8409712476399145,13.0,0.0,13,0.07142857142857142,0
10029,0,0,1,ios,163,cohort_C,0.9799617256164145,1.2403506765817074,4.0,0.0,13,0.07142857142857142,0
10030,1,1,5,ios,276,cohort_A,2.82443310181187,3.351002913629955,7.0,0.0,14,0.0,0
10031,1,1,1,web,244,cohort_C,0.5761308985567418,1.1421106880114555,10.0,0.0,14,0.0,0
10032,0,0,3,web,3,cohort_B,1.7487012699237992,1.9628024377498363,5.0,1.0,13,0.07142857142857142,1
10033,0,0,6,web,353,cohort_A,4.0340256588414105,4.10563182525764,5.0,0.0,13,0.07142857142857142,0
10034,1,0,10,web,326,cohort_A,8.447029203859913,8.09033814244091,6.0,0.0,14,0.0,0
10035,1,1,8,ios,392,cohort_A,5.385423551377337,5.435999092926259,6.0,0.0,14,0.0,0
10036,1,1,2,android,195,cohort_B,1.565877215430512,1.635874953326541,6.0,0.0,14,0.0,0
10037,0,0,2,android,355,cohort_C,1.5989988332987817,1.4737194211951745,12.0,0.0,13,0.07142857142857142,0
10038,0,0,3,web,108,cohort_C,1.811331652661589,1.5342032642556866,3.0,0.0,13,0.07142857142857142,0
10039,0,0,4,web,456,cohort_B,2.2211222903348027,2.3300851317513893,10.0,0.0,14,0.0,0
10040,1,0,1,android,78,cohort_B,0.9171629454936048,1.683696427211255,2.0,0.0,14,0.0,0
10041,1,1,2,ios,148,cohort_B,1.3189937101987619,1.805465100097893,3.0,1.0,14,0.0,1
10042,1,1,7,ios,134,cohort_C,4.681069863862652,4.325773407422533,1.0,1.0,13,0.07142857142857142,1
10043,0,0,6,android,71,cohort_B,3.9854193478372197,3.5997126431698794,12.0,0.0,13,0.07142857142857142,0
10044,0,0,5,web,414,cohort_C,3.3421935308209147,2.501481636565581,5.0,0.0,13,0.07142857142857142,0
10045,1,1,3,web,1,cohort_A,1.9371282564576864,1.7366038096841316,8.0,0.0,14,0.0,0
10046,1,1,2,android,125,cohort_A,1.4612534908145511,1.1284632020175136,1.0,1.0,14,0.0,1
10047,1,1,7,ios,19,cohort_C,4.658204997543335,4.2899467819360435,3.0,0.0,14,0.0,0
10048,1,1,4,web,281,cohort_A,2.202261549539634,2.9914356727827083,6.0,0.0,14,0.0,0
10049,1,1,1,android,369,cohort_A,0.6776573409171706,1.8850282218778318,3.0,0.0,14,0.0,0
10050,0,0,2,ios,135,cohort_A,1.3422690895345186,1.2181251084739,5.0,0.0,14,0.0,0
10051,1,0,4,web,134,cohort_C,2.421254135446755,3.283187734180683,5.0,0.0,13,0.07142857142857142,0
10052,0,0,3,android,179,cohort_B,1.8109129667177393,1.3319532160262881,6.0,0.0,14,0.0,0
10053,0,0,5,android,121,cohort_A,2.9818682516838564,2.8590303085046145,4.0,0.0,12,0.14285714285714285,0
10054,1,1,10,ios,80,cohort_C,7.982198695656385,7.120990179800072,5.0,0.0,13,0.07142857142857142,0
10055,1,0,7,web,442,cohort_B,4.628681267293218,4.774449988956516,6.0,0.0,13,0.07142857142857142,0
10056,1,0,9,web,460,cohort_B,6.422078210691649,6.332019778951464,5.0,0.0,13,0.07142857142857142,0
10057,1,1,9,web,179,cohort_A,6.394975657599793,7.217483825654029,3.0,0.0,13,0.07142857142857142,0
10058,1,1,3,ios,199,cohort_A,1.8538833522541265,0.9406117408190896,5.0,0.0,13,0.07142857142857142,0
